,Идентификатор Scopus,Автор,Публикаций Scopus за 2020,Высокорейтинговых публикаций за 2020,Цитирований за 2020,Публикаций Scopus за 2021,Высокорейтинговых публикаций за 2021,Цитирований за 2021,Публикаций Scopus за 2022,Высокорейтинговых публикаций за 2022,Цитирований за 2022,Публикаций Scopus за 2020-2022,Высокорейтинговых публикаций за 2020-2022,Цитирований за 2020 - 2022,Цветков П.С. был процитирован,Бабырь Н.В. был процитирован
1175,57865181400,Agaguena A.,0,0,0,1,0,0,1,1,1,2,1,1,0,0
1176,57865362900,Vishnyakov G.Yu.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1177,57865815800,Troshina E.Y.,1,0,0,0,0,0,2,0,0,3,0,0,0,0
1178,57865847300,Struk G.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1179,57866051000,Vasiliev D.А.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1180,57866051200,Nosov A.A.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1181,57866051300,Yunpeng L.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1182,57866254500,Rakov A.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1183,57866664700,Gasimov E.E.,0,0,0,1,0,0,3,1,1,4,1,1,0,0
1184,57866866900,Iliin E.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1185,57873320500,Buldakova E.G.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1186,57873459100,Raguzin I.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1187,57873875500,Nikolaev M.Y.U.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1188,57874050200,Fedorova A.V.,1,0,0,0,0,0,1,1,1,2,1,1,0,0
1189,57874050400,Sabinin D.S.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1190,57874066900,Kuzmin Y.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
1191,57874375400,Boltov M.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1192,57876440200,Alikhanov N.,0,0,0,0,0,0,2,1,0,2,1,0,0,0
1193,57883550000,Prokhorova E.O.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1194,57884799600,Lushina E.A.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1195,57885494800,Petrov N.E.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1196,57885723400,Bazhenova A.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1197,57885951200,Pavlenko G.D.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1198,57887114900,Ryadinsky D.E.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1199,57887115000,Yakovlev A.A.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1200,57887804500,Kovalskaya K.V.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1201,57889542300,AL-Saadi T.,0,0,0,0,0,0,2,1,0,2,1,0,0,0
1202,57914717400,Basova L.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1203,57926093400,Azimov A.M.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1204,57926547600,Teplyakova A.,0,0,0,1,0,0,3,1,0,4,1,0,0,0
1205,57929134000,Nasifullina A.I.,0,0,0,0,0,0,2,2,0,2,2,0,0,0
1206,57929647800,Kambulov E.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1207,57935805700,ljadly M.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1208,57936182600,Shchiptsova E.K.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1209,57946873400,Nguyen T.H.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1210,57957281800,Gatiatullin B.L.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1211,57960757000,Kolganov A.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1212,57961612600,Krasnikov А.А.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1213,57963452100,Sytnik J.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1214,57964566800,Antonova V.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1215,57976436100,Vaga V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1216,57976622300,Efremova V.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1217,57976748200,Ungefuk A.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1218,57981302300,Maksimenko M.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1219,57989359200,Brovchenko I.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1220,57991221700,Ruiming X.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1221,57992727200,Efimov D.A.,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1222,57993048700,Gurko A.V.,0,0,0,0,0,0,1,1,0,1,1,0,2,3
1223,57993211800,Babenko M.A.,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1224,57993372800,Andreichuk A.P.,0,0,0,0,0,0,1,1,0,1,1,0,2,3
1225,57993536100,Astapenka T.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1226,57993536200,Dementyeva A.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1227,58002504000,Cheremshantsev D.M.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1228,58002758300,Nikishin V.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1229,58002842300,Shansherov A.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1230,58002842400,Kuznetsova N.Yu.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1231,58030051400,Alekhnovich V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1232,58030215200,Tarasova A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1233,58035284300,Ulyanov D.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1234,58035706100,Yurtaev S.L.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1235,58044130200,Zhurkevich A.,0,0,0,0,0,0,1,1,0,1,1,0,1,0
1236,58044453400,Gordevnin N.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1237,58055969500,Starovoitov V.N.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1238,58066263800,Ghanbari A.R.,0,0,0,0,0,0,1,1,0,1,1,0,1,0
1239,58066579700,Davardoost H.,0,0,0,0,0,0,1,1,0,1,1,0,1,0
1240,58069338400,Valkovа E.O.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1241,58069411800,Timofeev M.I.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1242,58069457500,Uvarova S.G.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1243,58073998500,Artamonov P.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1244,58074263400,Myakotnykh A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1245,58075597500,Chishegorov D.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1246,58081971100,Podlesniy D.S.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1247,58102106600,Pilipenko A.R.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1248,58102369500,Yakimaha M.N.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1249,58121935200,Yakusheva A.M.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1250,58123015000,Alieva L.Z.,1,0,0,0,0,2,1,1,0,2,1,2,1,0
1251,58139908500,Shuiskaya V.S.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1252,58156604600,Vasilev B.Y.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1253,6503924255,Gorlanov E.S.,0,0,0,0,0,0,2,1,4,2,1,4,0,0
1254,6504391616,Vyboldin Yu.K.,0,0,0,1,0,0,3,1,0,4,1,0,0,0
1255,6504558925,Ilinov M.D.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1256,6504609711,Dubovikov O.A.,1,0,0,2,1,1,1,1,1,4,2,2,0,0
1257,6505518049,Maksarov V.V.,7,1,3,8,2,11,3,2,13,18,5,27,0,0
1258,6505837403,Shakhnazarov K.Y.,2,0,0,1,0,1,2,0,3,5,0,4,0,0
1259,6506448263,Telyakov N.M.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1260,6506510514,Trushko V.L.,2,0,0,2,1,9,1,1,17,5,2,26,0,0
1261,6506719512,Cherepovitsyn A.,6,2,3,11,2,33,5,1,62,22,5,98,10,0
1262,6506841840,Vologzhanina S.A.,0,0,0,2,0,0,2,0,4,4,0,4,0,0
1263,6506891854,Kozyaruk A.,1,0,1,2,1,2,0,0,10,3,1,13,0,0
1264,6507090446,Putikov O.F.,1,0,0,1,0,4,0,0,2,2,0,6,0,0
1265,6507201804,Gulbin Y.L.,2,1,0,5,1,1,2,0,4,9,2,5,0,0
1266,6507220298,Gerasev S.A.,1,0,0,2,1,0,0,0,3,3,1,3,0,0
1267,6507413558,Zileev A.G.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1268,6507419156,Zagrivniy E.A.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1269,6507512372,Krizsky V.N.,0,0,0,2,1,0,3,2,1,5,3,1,0,0
1270,6507561598,Shakhparonova T.S.,0,0,0,2,1,0,0,0,2,2,1,2,0,0
1271,6507628129,Kirill G.,1,0,0,2,1,2,4,1,4,7,2,6,0,0
1272,6507727096,Zgonnik P.V.,0,0,0,1,1,0,1,1,4,2,2,4,0,0
1273,6508138888,Gabov V.V.,1,0,0,5,1,3,4,2,21,10,3,24,0,11
1274,6508201121,Kholodilov A.N.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1275,6601971449,Sizyakov V.M.,2,1,1,3,1,1,2,0,7,7,2,9,0,0
1276,6602081992,Sharikov Y.V.,4,1,1,2,0,4,0,0,11,6,1,16,0,0
1277,6602114452,Sudarikov S.M.,0,0,0,3,1,1,3,2,8,6,3,9,0,0
1278,6602186786,Karapetyan K.G.,0,0,0,3,1,1,2,0,9,5,1,10,0,0
1279,6602615733,Rudakov M.L.,5,1,4,6,1,37,1,1,38,12,3,79,0,0
1280,6602734736,Brigadnov I.A.,1,1,1,0,0,1,0,0,0,1,1,2,0,0
1281,6602822866,Tomaev V.V.,1,0,1,2,0,0,2,1,0,5,1,1,0,0
1282,6602892503,Tatarenko A.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1283,6603058911,Protosenya A.G.,1,1,1,0,0,3,4,2,9,5,3,13,0,0
1284,6603125268,Marin Y.B.,7,1,0,4,0,1,3,1,6,14,2,7,0,0
1285,6603456036,Demenkov P.A.,3,0,0,0,0,7,0,0,3,3,0,10,0,0
1286,6603469352,Tsirel S.V.,3,0,0,0,0,5,0,0,3,3,0,8,0,0
1287,6603487586,Sukhomlinov V.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1288,6603516253,Tsenter M.Y.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1289,6603607907,Shabarov A.N.,3,1,0,1,1,3,2,1,10,6,3,13,0,0
1290,6603641851,Kondrasheva N.,6,2,0,4,1,8,0,0,25,10,3,33,0,0
1291,6701702684,Povarov V.G.,6,2,2,5,2,12,7,2,46,18,6,60,3,0
1292,6701757986,Vaisberg L.A.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1293,6701852131,Fedortsov A.B.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1294,7003503442,Bolobov V.,5,1,3,5,2,11,4,1,44,14,4,58,0,0
1295,7003839446,Olga D.V.,1,0,0,2,0,4,1,0,5,4,0,9,0,0
1296,7003984465,Abramovich B.N.,6,1,5,5,1,15,1,0,24,12,2,44,0,1
1297,7004277650,Litvinova T.,4,0,0,5,1,5,3,1,25,12,2,30,3,0
1298,7004283803,Iakovlev P.V.,5,0,0,3,0,1,0,0,1,8,0,2,0,0
1299,7004554110,Kryukov N.A.,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1300,7004667266,Dymshits O.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1301,7005249543,Alekseeva I.P.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1302,7005458696,Tsyganov A.B.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1303,7005661198,Kopylova T.N.,0,0,0,1,1,1,1,1,2,2,2,3,0,0
1304,7005990535,Zhilin A.A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1305,7101634382,Tikhonov A.A.,2,2,1,4,2,4,1,1,7,7,5,12,0,0
1306,7101794018,Kogan V.E.,0,0,0,1,1,0,0,0,2,1,1,2,0,0
1307,7101845563,Isaev A.I.,3,0,0,1,1,0,3,1,8,7,2,8,0,0
1308,7101887960,Zubov V.P.,2,0,0,2,1,1,1,1,5,5,2,6,1,0
1309,7101980488,Petrov G.V.,2,1,0,2,2,5,2,1,3,6,4,8,0,0
1310,7102246989,Nosov V.,6,0,0,2,0,4,3,2,4,11,2,8,0,3
1311,7102628479,Litvinenko V.,7,2,34,0,0,135,2,1,192,9,3,361,5,0
1312,7202362164,Egorov A.,0,0,0,3,1,1,3,2,8,6,3,9,1,0
1313,7202812986,Smirnova N.N.,2,0,0,0,0,1,1,1,3,3,1,4,0,0
1314,7402999353,Fedorov A.,3,2,0,3,2,12,1,1,15,7,5,27,0,0
1315,7801324507,Kuzhaeva A.A.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1316,7801335578,Sivenkov A.,2,0,0,2,1,0,2,1,9,6,2,9,0,0
1317,8206109600,Lushpeev V.A.,1,0,0,0,0,2,0,0,1,1,0,3,0,0
1318,8340335500,Zhadovskiy I.T.,1,0,0,1,1,0,0,0,3,2,1,3,0,0
1319,8726712700,Sharikov F.Y.,1,0,0,1,0,1,1,0,7,3,0,8,0,0
1320,8908171600,Evdokimov A.N.,4,2,1,2,1,2,1,1,3,7,4,6,0,0
1321,8946849900,Smolensky V.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1322,8956143300,Zapalova S.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1323,9432943200,Melnikov V.G.,1,0,0,2,0,1,0,0,1,3,0,2,0,0
