source;type;quartile_2021
Social Science Forum;journal;Q3
Socijalna Ekologija;journal;Q4
Spectroscopy Europe;journal;Q4
Studies in Eastern European Cinema;journal;Q2
Synergies Turquie;journal;Q3
Tec Empresarial;journal;Q4
Teorie Vedy/ Theory of Science;journal;Q4
Theatre Journal;journal;Q2
Thermology International;journal;Q4
Twentieth Century Literature;journal;Q2
Tyche;journal;Q3
VacciMonitor;journal;Q4
Water and Energy International;journal;Q4
Wiadomosci Lekarskie;journal;Q4
Zeitschrift fur Evaluation;journal;Q4
Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I.P. Pavlova;journal;Q4
African Diaspora;book series;Q3
Angiologia;journal;Q4
Anthropology and Humanism;journal;Q2
Aramaic Studies;journal;Q3
Archives of the Balkan Medical Union;journal;Q4
Astronomical and Astrophysical Transactions;journal;Q4
Brill's Studies in Language, Cognition and Culture;book series;Q3
British Journal of Medical Practitioners;journal;Q4
Bulletin of the Kanagawa Prefectural Museum, Natural Science;journal;Q4
Chinese Journal of Clinical Infectious Diseases;journal;Q4
Chinese Journal of Ultrasonography;journal;Q4
Chiropractic Journal of Australia;journal;Q4
Contributions to the History of Concepts;journal;Q3
Cultura. International Journal of Philosophy of Culture and Axiology;journal;Q3
Dialogue and Universalism;journal;Q3
Durkheimian Studies;journal;Q3
East Asian Publishing and Society;journal;Q3
FOG - Freiberg Online Geoscience;journal;Q4
Gastroenterology Insights;journal;Q4
Geologica Balcanica;journal;Q4
Global Journal of Comparative Law;journal;Q4
Gongneng Cailiao/Journal of Functional Materials;journal;Q4
Haser;journal;Q3
Horizons;journal;Q3
Human Pathology: Case Reports;journal;Q4
Humanities, Arts and Social Sciences Studies;journal;Q3
IEEE International Professional Communication Conference;conference and proceedings;-
International Journal of COMADEM;journal;Q4
International Journal of Infertility and Fetal Medicine;journal;Q4
Iranian Heart Journal;journal;Q4
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients;journal;Q3
Journal and Proceedings - Royal Society of New South Wales;journal;Q4
Journal for Advancement of Marketing Education;journal;Q4
Journal for Maritime Research;journal;Q3
Journal of Beijing Institute of Technology (English Edition);journal;Q4
Journal of clinical and experimental hematopathology : JCEH;journal;Q4
Journal of Cultural Marketing Strategy;journal;Q4
Journal of Ecclesiastical History;journal;Q3
Journal of Integrated Circuits and Systems;journal;Q4
Journal of Religion;journal;Q3
Journal of Science and Technology of the Arts;journal;Q2
Journal of the History of Ideas;journal;Q3
Journal of Tropical Biodiversity and Biotechnology;journal;Q4
Journal of Uncertain Systems;journal;Q4
Kervan;journal;Q2
Law Library Journal;journal;Q4
Leather and Footwear Journal;journal;Q4
Lexicography;journal;Q3
Logos (Netherlands);journal;Q2
Managed Care;journal;Q4
Media and Jornalismo;journal;Q4
Medical Journal of Bakirkoy;journal;Q4
Mikrobiolohichnyi Zhurnal;journal;Q4
Novyj Istoriceskij Vestnik;journal;Q3
Oftalmologiya;journal;Q4
Onkourologiya;journal;Q4
Orientation Scolaire et Professionnelle;journal;Q4
Pakistan Development Review;journal;Q4
QED;journal;Q3
Reformation;journal;Q3
Revista Canadiense de Estudios Hispanicos;journal;Q2
Revista Catalana d'Ornitologia;journal;Q4
Revista de la Sociedad Espanola del Dolor;journal;Q4
Revista Espanola de Cardiologia Suplementos;journal;Q4
Revista Facultad de Medicina;journal;Q4
Revue Internationale de Droit Economique;journal;Q4
Russkii Zhunal Detskoi Nevrologii;journal;Q4
Sante Mentale au Quebec;journal;Q4
Sibirica;journal;Q3
Statistica e Applicazioni;journal;Q4
Theatre Research in Canada-Recherches Theatrales au Canada;journal;Q2
Tijdschrift voor Communicatiewetenschap;journal;Q4
University of Toronto Medical Journal;journal;Q4
Women's Studies;journal;Q3
Yerbilimleri/ Earth Sciences;journal;Q4
Zeitschrift fur Praktische Philosophie;journal;Q3
Activitas Nervosa Superior;journal;Q4
Adolescent Medicine: State of the Art Reviews;journal;Q4
Adverse Drug Reaction Bulletin;journal;Q4
Aktuelle Dermatologie;journal;Q4
Alpha;journal;Q3
Anales de Arqueologia Cordobesa;journal;Q3
Analiza i Egzystencja;journal;Q3
Anthropologie (Czech Republic);journal;Q4
Arenal;journal;Q3
Astronomy and Geophysics;journal;Q4
Athenaeum;journal;Q2
Australian Literary Studies;journal;Q2
Bangladesh Journal of Obstetrics and Gynecology;journal;Q4
Biomedical and Biopharmaceutical Research;journal;Q4
British Catholic History;journal;Q3
Bulletin of Siberian Medicine;journal;Q4
Computational and Experimental Methods in Structures;book series;Q4
Configurations;journal;Q2
Educational Leadership;journal;Q4
Eidos: A Journal for Philosophy of Culture;journal;Q3
English Studies in Africa;journal;Q2
Futuribles: Analyse et Prospective;journal;Q4
Gematologiya i Transfuziologiya;journal;Q4
Geneesmiddelenbulletin;journal;Q4
Govaresh;journal;Q4
Hispania Sacra;journal;Q3
Infrastructure Asset Management;journal;Q4
Insecta Matsumurana;journal;Q4
Insuficiencia Cardiaca;journal;Q4
International Journal of Korean History;journal;Q2
International Journal on Disability and Human Development;journal;Q4
International Research in Children's Literature;journal;Q2
Jahrbuch fur Europaische Ethnologie;book series;Q3
Journal of Accounting Review;journal;Q4
Journal of Chinese Humanities;journal;Q2
Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship;journal;Q4
Journal of European Integration History;journal;Q3
Journal of Historical Research in Music Education;journal;Q3
Journal of Indian Association for Child and Adolescent Mental Health;journal;Q4
Journal of Korean Studies;journal;Q4
Journal of Maritime Law and Commerce;journal;Q4
Journal of Neonatal Surgery;journal;Q4
Journal of Plant Resources and Environment;journal;Q4
Journal of Private Equity;journal;Q4
Journal of Public Health and Development;journal;Q4
Journal of the Liaquat University of Medical and Health Sciences;journal;Q4
Journal of the Malaysian Branch of the Royal Asiatic Society;journal;Q3
Kriterion;journal;Q3
La Mer;journal;Q4
Laeknabladid;journal;Q4
Mariner's Mirror;journal;Q3
Medicina Veterinaria (Brazil);journal;Q4
Medium Aevum;journal;Q2
Melbourne University Law Review;journal;Q4
Mitteilungen der Osterreichischen Geographischen Gesellscaft;journal;Q4
Music and the Moving Image;journal;Q2
Neumologia y Cirugia de Torax(Mexico);journal;Q4
Neurological Surgery;journal;Q4
Oregon Historical Quarterly;journal;Q3
Ornis Svecica;journal;Q4
Philippine Agricultural Scientist;journal;Q4
Philosophy of Music Education Review;journal;Q3
Physics World;trade journal;Q4
Psychological Perspectives;journal;Q4
Rechtsgeschichte;journal;Q3
Reviews in American History;journal;Q3
Revista Colombiana de Gastroenterologia;journal;Q4
Revista de Historia da Sociedade e da Cultura;journal;Q3
Revista Musical Chilena;journal;Q3
Revista Portuguesa de Imunoalergologia;journal;Q4
Revolutionary Russia;journal;Q3
Scandinavian Journal of Laboratory Animal Science;journal;Q4
SEL - Studies in English Literature;journal;Q2
Siberian Journal of Oncology;journal;Q4
Srpski Arhiv Za Celokupno Lekarstvo;journal;Q4
Studi Culturali;journal;Q3
Studia Sportiva;journal;Q4
Technology Review;journal;Q4
Telos;journal;Q3
Toronto Journal of Theology;journal;Q3
Trauma Monthly;journal;Q4
Tribologie und Schmierungstechnik;journal;Q4
Tropicultura;journal;Q4
Turkish Journal of Nephrology;journal;Q4
U.Porto Journal of Engineering;journal;Q4
Vestnik Moskovskogo Universiteta. Seriya 10. Zhurnalistika;journal;Q4
Wisconsin Law Review;journal;Q4
Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V;journal;Q4
Zhongbei Daxue Xuebao (Ziran Kexue Ban)/Journal of North University of China (Natural Science Edition);journal;Q4
Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology;journal;Q4
Acrocephalus;journal;Q4
Acta Turistica;journal;Q4
Afrique Contemporaine;journal;Q3
Alea: estudos neolatinos;journal;Q2
American Communist History;journal;Q3
Anuario de Historia de la Iglesia;journal;Q3
Archaeologia Maritima Mediterranea;journal;Q3
Baltistica;journal;Q3
Boletin de Literatura Oral;journal;Q2
BSAA Arte;journal;Q2
Chinese Journal of Laboratory Medicine;journal;Q4
Clinical and Experimental Surgery;journal;Q4
Communication and Medicine;journal;Q4
Crkva u Svijetu;journal;Q3
Curriculum and Teaching;journal;Q4
Cyprus Turkish Journal of Psychiatry and Psychology;journal;Q4
De Medio Aevo;journal;Q2
Diabetologe;journal;Q4
Documenti e Studi sulla Tradizione Filosofica Medievale;journal;Q3
Documenti Geografici;journal;Q3
Elelmiszervizsgalati Kozlemenyek;journal;Q4
Epidemiologie et Sante Animale;journal;Q4
Erga-Logoi;journal;Q2
Erudition and the Republic of Letters;journal;Q2
Ethnologia Fennica;book series;Q3
Feminist Theology;journal;Q3
Folia Linguistica et Litteraria;journal;Q2
Galvanotechnik;trade journal;Q4
Genes and Cells;journal;Q4
Geoscience Research Reports;journal;Q4
Glotta - Zeitschrift fur Griechische und Lateinische Sprache;journal;Q2
Gymnasium;journal;Q2
Hastings Law Journal;journal;Q4
Historia y Memoria de la Educacion;journal;Q3
Human IT;journal;Q4
Industrie Alimentari;journal;Q4
Infektoloski Glasnik;journal;Q4
INTELEC, International Telecommunications Energy Conference (Proceedings);conference and proceedings;-
International Journal of Mechatronics and Applied Mechanics;journal;Q4
International Journal of Mobile Network Design and Innovation;journal;Q4
International Journal of Nanoparticles;journal;Q4
International Medical Journal Malaysia;journal;Q4
Iron and Steel Technology;journal;Q4
Journal de la Societe des Americanistes;journal;Q3
Journal of Arabic Literature;journal;Q2
Journal of Architectural and Planning Research;journal;Q3
Journal of Chinese Institute of Food Science and Technology;journal;Q4
Journal of Classics Teaching;journal;Q2
Journal of Communicable Diseases;journal;Q4
Journal of Data Protection and Privacy;journal;Q4
Journal of Map and Geography Libraries;journal;Q4
Journal of Qur'anic Studies;journal;Q3
Journal of Religious and Theological Information;journal;Q3
Journal of Semitic Studies;journal;Q2
Journal of the Statistical and Social Inquiry Society of Ireland;journal;Q4
Kierkegaard Studies;book series;Q3
Korean Journal of Physical, Multiple and Health Disabilities;journal;Q4
Librosdelacorte.es;journal;Q2
Manuscript Studies;journal;Q2
Mappemonde;journal;Q4
Medecine Intensive Reanimation;journal;Q4
Milton Studies;book series;Q2
Modern Africa;journal;Q3
Modern Chinese Literature and Culture;journal;Q2
NACE - International Corrosion Conference Series;book series;Q4
National Journal of Maxillofacial Surgery;journal;Q4
Naturschutz und Landschaftsplanung;journal;Q4
Nomadas;journal;Q3
NTUT Journal of Intellectual Property Law and Management;journal;Q4
NWIG New West Indian Guide;journal;Q3
Observatory;journal;Q4
Oncogematologiya;journal;Q4
Palaeohispanica;journal;Q3
Passato e Presente;journal;Q3
Pediatria Polska;journal;Q4
Philosophia Reformata;journal;Q3
Practical Gastroenterology;journal;Q4
Praktyka Teoretyczna;journal;Q2
Prism;journal;Q2
Przeglad Geologiczny;journal;Q4
Przeglad Nauk Historycznych;journal;Q3
Quaderni di Diritto e Politica Ecclesiastica;journal;Q3
Recherche et Formation;journal;Q4
Recherches de Science Religieuse;journal;Q3
Revista Chilena de Obstetricia y Ginecologia;journal;Q4
Revista de Demografia Historica;journal;Q3
Revista de Economia del Rosario;journal;Q4
Revista de Etnologie si Culturologie;journal;Q3
Revista Espanola de Filosofia Medieval;journal;Q3
Revista Mexicana de Angiologia;journal;Q4
Revue des Etudes Byzantines;journal;Q3
Revue du Podologue;journal;Q4
Rossiyskiy Vestnik Perinatologii i Pediatrii;journal;Q4
Russian History;journal;Q3
Russian Journal of Genetics: Applied Research;journal;Q4
SEI Technical Review;journal;Q4
Shanghai kou qiang yi xue = Shanghai journal of stomatology;journal;Q4
Slavia Orientalis;journal;Q2
Slovenska Rec;journal;Q3
Slovo a Slovesnost;journal;Q3
Studies in Musical Theatre;journal;Q2
Sylloge Epigraphica Barcinonensis;journal;Q2
TAL Traitement Automatique des Langues;journal;Q3
Text (Australia);journal;Q2
Theatre Survey;journal;Q2
Vigiliae Christianae;journal;Q3
Vivarium;journal;Q3
Zeitschrift der Deutschen Morgenlandischen Gesellschaft;journal;Q3
Zeitschrift fur Franzosische Sprache und Literatur;journal;Q2
Academic Quarter;journal;Q3
Acta Angiologica;journal;Q4
African and Asian Studies;journal;Q3
African Journal of Drug and Alcohol Studies;journal;Q4
Annales de Bretagne et des pays de l'Ouest;journal;Q2
Annals of Biology;journal;Q4
Annals of Esophagus;journal;Q4
Asian Journal of Social Science;journal;Q4
ASp;journal;Q3
Atemwegs- und Lungenkrankheiten;journal;Q4
Australian Educational Computing;journal;Q4
Australian Journal of Politics and History;journal;Q3
Avances en Odontoestomatologia;journal;Q4
Bohemistyka;journal;Q3
Boletin de Arte;journal;Q2
British Journal of American Legal Studies;journal;Q4
Bulletin of Science, Technology and Society;journal;Q3
Caravelle;journal;Q3
Ceskoslovenska Patologie;journal;Q4
Changing Societies and Personalities;journal;Q3
Chinese Journal of Applied Chemistry;journal;Q4
Clinical Rhinology (discontinued);journal;Q4
Critica-Revista Hispanoamericana de Filosofia;journal;Q3
Duzce Medical Journal;journal;Q4
East Asian Journal of Popular Culture;journal;Q3
Estudios Migratorios Latinoamericanos;journal;Q4
Ethics and Medicine;journal;Q3
Fonseca Journal of Communication;journal;Q3
Geocarrefour;journal;Q4
Handbook of Oriental Studies. Section 1, The Near and Middle East;book series;Q3
Heythrop Journal - Quarterly Review of Philosophy and Theology;journal;Q3
Historia i Swiat;journal;Q3
Home Cultures;journal;Q2
International Journal of English Language and Literature Studies;journal;Q2
International Journal of Iberian Studies;journal;Q3
IUP Journal of English Studies;journal;Q2
Journal of American Ethnic History;journal;Q3
Journal of Analysis and Applications;journal;Q4
Journal of Environmental Law and Litigation;journal;Q4
Journal of Forensic Document Examination;journal;Q3
Journal of Geomatics;journal;Q4
Journal of Greek Media and Culture;journal;Q3
Journal of International Arbitration;journal;Q4
Journal of Knowledge and Health in Basic Medical Sciences;journal;Q4
Journal of Korean Religions;journal;Q3
Journal of Mind and Behavior;journal;Q3
Journal of Urban Cultural Studies;journal;Q3
